compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,0.compound_pec,0.compound_name
6.0,10.83,6.0,6.0,0.94626,0.228,15984.51,300.0,Compound -5240832911631228151,0.0,20.0,0.021,27.2877,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -5240832911631228151
6.0,4.63,6.0,6.0,0.90216,0.000284,50.86,300.0,Compound 2525214695952324214,0.0,20.0,0.0013,1322.5906,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.594618901238223e-18,Compound 2525214695952324214
6.0,298.08,6.0,6.0,0.91291,664000.0,6578.47,300.0,Compound 491659345763405474,0.0,20.0,260.0,0.1164,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.818425595539055e-06,Compound 491659345763405474
6.0,5.15,6.0,6.0,0.90208,0.00691,2.47,300.0,Compound -4183605948112426735,0.0,20.0,0.00074,32.1724,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00016426331195119604,Compound -4183605948112426735
6.0,485.74,6.0,6.0,0.9436,13.0,62.41,300.0,Compound 8873876009346066483,0.0,20.0,0.0076,0.1761,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.1679053899151755,Compound 8873876009346066483
6.0,2.74,6.0,6.0,0.92933,0.0261,335.66,300.0,Compound -6531873000601815700,0.0,20.0,1.0,11484.6237,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -6531873000601815700
6.0,76.06,6.0,6.0,0.91096,2.77,8.31,300.0,Compound -2735528215187479736,0.0,20.0,0.048,5.1643,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.31273166513405504,Compound -2735528215187479736
6.0,55.42,6.0,6.0,0.91937,566.0,34.32,300.0,Compound -4052258200592234474,0.0,20.0,84.0,44.6248,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0016997707662115202,Compound -4052258200592234474
6.0,600.61,6.0,6.0,0.95708,0.00179,3049.84,300.0,Compound 5102943064563697909,0.0,20.0,5.2e-05,8.7969,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.233543341713333e-13,Compound 5102943064563697909
6.0,17.48,6.0,6.0,0.96172,0.014,39.24,300.0,Compound -8501701067367255983,0.0,20.0,3.0,64366.31,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00460875486728825,Compound -8501701067367255983
6.0,101.94,6.0,6.0,0.96125,3.27e-06,5.0,300.0,Compound -4024089843062984650,0.0,20.0,9.3e-10,0.0853,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,16.213613241868163,Compound -4024089843062984650
6.0,21.97,6.0,6.0,0.95473,90.8,20.3,300.0,Compound 4798351231861576345,0.0,20.0,110.0,348.5098,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0008830081562067747,Compound 4798351231861576345
6.0,66.89,6.0,6.0,0.97757,1.62,702.67,300.0,Compound 7872317364787981310,0.0,20.0,100.0,18911.8626,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.885829440704944e-08,Compound 7872317364787981310
6.0,4.86,6.0,6.0,0.90319,3470.0,222.76,300.0,Compound -6718593232767967123,0.0,20.0,26.0,2.2694,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.7114335671906803e-07,Compound -6718593232767967123
6.0,181.12,6.0,6.0,0.94647,910.0,396.12,300.0,Compound -7301152674988053794,0.0,20.0,22.0,7.208,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0009324346046445733,Compound -7301152674988053794
6.0,64.09,6.0,6.0,0.98434,1.7e-10,631.49,300.0,Compound -8462045873873881559,0.0,20.0,2.8e-09,5037.6997,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,7.5188377198799334e-06,Compound -8462045873873881559
6.0,2.54,6.0,6.0,0.90656,1.53e-06,45.45,300.0,Compound -542139782148126803,0.0,20.0,2.4e-07,46.9748,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -542139782148126803
6.0,9.56,6.0,6.0,0.96411,0.000785,6615.66,300.0,Compound -8267279261570627050,0.0,20.0,0.018,6875.5411,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8267279261570627050
6.0,1.17,6.0,6.0,0.93821,23.5,80.15,300.0,Compound 1510578066910204155,0.0,20.0,110.0,1425.1252,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 1510578066910204155
6.0,95.3,6.0,6.0,0.92929,0.0844,1957.87,300.0,Compound 2051387415475228029,0.0,20.0,0.011,37.9853,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 2051387415475228029
6.0,49.26,6.0,6.0,0.92276,0.00583,287.4,300.0,Compound -4529767241168390871,0.0,20.0,0.61,31232.0133,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.142133426560898e-07,Compound -4529767241168390871
6.0,35.07,6.0,6.0,0.94632,35.5,11.06,300.0,Compound -2754624511959243467,0.0,20.0,230.0,1965.8037,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.007651266163811794,Compound -2754624511959243467
6.0,24.7,6.0,6.0,0.94341,0.0749,868.13,300.0,Compound 8558923060502910225,0.0,20.0,4.9e-05,0.1963,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 8558923060502910225
6.0,29.23,6.0,6.0,0.9175,31.7,406.77,300.0,Compound -2085797332236732581,0.0,20.0,0.0015,0.0146,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.3289275224259744e-19,Compound -2085797332236732581
6.0,15.04,6.0,6.0,0.90712,1.13,9928.53,300.0,Compound -4808749850111584816,0.0,20.0,0.4,106.6559,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4808749850111584816
6.0,20.69,6.0,6.0,0.91628,3.12e-06,149.93,300.0,Compound -6307337216453198490,0.0,20.0,1.9e-06,183.09,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.3897349869263106e-09,Compound -6307337216453198490
6.0,0.13,6.0,6.0,0.91844,95700.0,1.47,300.0,Compound -6432495692318063531,0.0,20.0,470000.0,1461.2264,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.1009922497921226e-09,Compound -6432495692318063531
6.0,91.12,6.0,6.0,0.98752,1850.0,72.1,300.0,Compound 7104893125462027483,0.0,20.0,13000.0,2035.2375,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0010252994183343332,Compound 7104893125462027483
6.0,27.58,6.0,6.0,0.9349,0.00157,11.62,300.0,Compound 3682614456264937940,0.0,20.0,1e-06,0.1928,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.5763389676464677,Compound 3682614456264937940
6.0,1992.41,6.0,6.0,0.93878,2750.0,22992.34,300.0,Compound -8345467260927745127,0.0,20.0,740.0,80.9387,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.472848293199999e-07,Compound -8345467260927745127
6.0,0.88,6.0,6.0,0.9705,6890000.0,6138.7,300.0,Compound 4078348423973662373,0.0,20.0,2100000.0,90.8925,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.5474512953453185e-08,Compound 4078348423973662373
6.0,29.34,6.0,6.0,0.9193,2.34e-08,3.19,300.0,Compound -1061828890392699223,0.0,20.0,0.00082,10542260.9365,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.7321551369985353,Compound -1061828890392699223
6.0,10.36,6.0,6.0,0.96914,0.00208,44.14,300.0,Compound 1359001369340275370,0.0,20.0,2.7e-06,0.3895,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00025688468131088437,Compound 1359001369340275370
6.0,655.44,6.0,6.0,0.94677,0.0648,31.35,300.0,Compound -381664237314629342,0.0,20.0,0.0056,25.72,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,13.146515295561569,Compound -381664237314629342
6.0,1.62,6.0,6.0,0.97531,0.000125,2911.8,300.0,Compound 9053629545034148350,0.0,20.0,2.8e-06,6.7165,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 9053629545034148350
6.0,2.06,6.0,6.0,0.93941,0.00757,245.29,300.0,Compound 5959870938259727539,0.0,20.0,0.014,550.0583,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 5959870938259727539
6.0,40.54,6.0,6.0,0.95856,0.00457,24.35,300.0,Compound -3498347366023222304,0.0,20.0,43.0,2796134.7935,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.7524657628244948,Compound -3498347366023222304
6.0,104.68,6.0,6.0,0.96046,808.0,2.32,300.0,Compound -2664039050234443833,0.0,20.0,31.0,11.593,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0021564609329836138,Compound -2664039050234443833
6.0,3.66,6.0,6.0,0.91431,0.0129,0.53,300.0,Compound 1321001692702452018,0.0,20.0,0.00068,15.7495,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.000438918921223e-06,Compound 1321001692702452018
6.0,3.14,6.0,6.0,0.90194,2.28e-06,19983.98,300.0,Compound -556377510693651481,0.0,20.0,5.9e-08,7.7794,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -556377510693651481
6.0,1.52,6.0,6.0,0.9162,0.000809,97.45,300.0,Compound 5172915414438388217,0.0,20.0,5.5e-07,0.2036,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 5172915414438388217
6.0,53.26,6.0,6.0,0.97516,0.000106,34.4,300.0,Compound 2269280780743398510,0.0,20.0,4.3e-05,122.4074,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.7254830879263414,Compound 2269280780743398510
6.0,8.16,6.0,6.0,0.92243,64.5,66.67,300.0,Compound -1172539978027374102,0.0,20.0,0.59,2.7514,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.243640099099643e-10,Compound -1172539978027374102
6.0,219.04,6.0,6.0,0.93891,4.45,551.14,300.0,Compound 1600707618158474228,0.0,20.0,81.0,5463.8798,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.3390455159397038e-05,Compound 1600707618158474228
6.0,323.82,6.0,6.0,0.96108,0.3,110.0,300.0,Compound 1630120369301641931,0.0,20.0,0.076,76.3151,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.2649873351944247,Compound 1630120369301641931
6.0,2.11,6.0,6.0,0.91805,9.14e-06,230963.71,300.0,Compound -5089288017283864975,0.0,20.0,0.00012,3829.9102,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -5089288017283864975
6.0,124.39,6.0,6.0,0.96612,113.0,2821.2,300.0,Compound -485432839647954576,0.0,20.0,320.0,860.8752,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.459188658301827e-10,Compound -485432839647954576
6.0,523.68,6.0,6.0,0.95162,5.91e-05,2530.12,300.0,Compound 6896840713694332443,0.0,20.0,0.00058,2948.4563,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.7150290927485465e-12,Compound 6896840713694332443
6.0,82.43,6.0,6.0,0.9147,50.2,808.63,300.0,Compound 3620048038037972972,0.0,20.0,4.3,25.5921,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.6036777097944317e-15,Compound 3620048038037972972
6.0,4.42,6.0,6.0,0.92255,363.0,119.6,300.0,Compound -4387197913770169692,0.0,20.0,6800.0,5596.4609,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.0315991199140556e-09,Compound -4387197913770169692
6.0,45.81,6.0,6.0,0.91552,154.0,919.99,300.0,Compound -7593430514818210786,0.0,20.0,1000.0,2028.1192,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8295218393222023e-15,Compound -7593430514818210786
6.0,48.82,6.0,6.0,0.9812,17800.0,260.21,300.0,Compound 5920235988470034483,0.0,20.0,11.0,0.1832,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00018169688742450377,Compound 5920235988470034483
6.0,17.72,6.0,6.0,0.92355,698.0,0.28,300.0,Compound 4017968987630814289,0.0,20.0,8.7,3.7236,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0006151535468765225,Compound 4017968987630814289
6.0,10.08,6.0,6.0,0.98424,9.07e-05,19.36,300.0,Compound -7193164181376241441,0.0,20.0,1e-07,0.3396,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.004639375245597113,Compound -7193164181376241441
6.0,40.17,6.0,6.0,0.9127,4.82e-07,112.15,300.0,Compound -5107882252164720511,0.0,20.0,0.0088,5464383.194,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0009320220680170042,Compound -5107882252164720511
6.0,3.97,6.0,6.0,0.93288,0.00117,636.64,300.0,Compound -2719843188923045348,0.0,20.0,0.00069,176.0861,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -2719843188923045348
6.0,103.59,6.0,6.0,0.90898,1.43e-05,10274.35,300.0,Compound 6986216387587231082,0.0,20.0,3.5e-05,737.543,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6986216387587231082
6.0,93.23,6.0,6.0,0.97142,6.66e-09,14067.86,300.0,Compound -1664663516718492995,0.0,20.0,4e-09,177.9146,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -1664663516718492995
6.0,2.86,6.0,6.0,0.92363,0.00269,296.58,300.0,Compound 477455685720888500,0.0,20.0,2.9e-05,3.2373,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 477455685720888500
6.0,13.28,6.0,6.0,0.95354,0.991,40.9,300.0,Compound 8217827343128201779,0.0,20.0,0.0038,1.1629,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.389126662810874e-05,Compound 8217827343128201779
6.0,1857.77,6.0,6.0,0.90008,3.46,950.4,300.0,Compound 8122027586229455063,0.0,20.0,0.00024,0.0209,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.1536417410402214e-12,Compound 8122027586229455063
6.0,319.74,6.0,6.0,0.97728,0.000379,108.82,300.0,Compound -7421141568379949939,0.0,20.0,0.00012,97.6945,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,12.168054391844713,Compound -7421141568379949939
6.0,1.03,6.0,6.0,0.93606,392000.0,2229.75,300.0,Compound 4789966523148418713,0.0,20.0,470000.0,356.1621,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.374374230081389e-08,Compound 4789966523148418713
6.0,120.32,6.0,6.0,0.9696,0.000168,1487.5,300.0,Compound 6434281531230805849,0.0,20.0,0.0098,17483.7671,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.701432036839225e-09,Compound 6434281531230805849
6.0,51.08,6.0,6.0,0.94704,0.346,1628.61,300.0,Compound -2907031515975684621,0.0,20.0,0.15,128.199,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -2907031515975684621
6.0,49.03,6.0,6.0,0.9037,48600.0,24041.83,300.0,Compound -2089830136734535061,0.0,20.0,1600.0,9.7218,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.9648200812444155e-09,Compound -2089830136734535061
6.0,11.51,6.0,6.0,0.9766,0.00809,170.46,300.0,Compound -4734450664137803239,0.0,20.0,0.036,1347.7741,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.1909595672242235e-08,Compound -4734450664137803239
6.0,0.25,6.0,6.0,0.99685,13700.0,391.48,300.0,Compound 7682407416181742435,0.0,20.0,17.0,0.3804,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.519794394102103e-10,Compound 7682407416181742435
6.0,14.34,6.0,6.0,0.92229,9260.0,33.7,300.0,Compound -7582326325879060710,0.0,20.0,100.0,3.2623,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0001663518402500221,Compound -7582326325879060710
6.0,251.74,6.0,6.0,0.98031,0.0167,33.35,300.0,Compound -1323179129572928347,0.0,20.0,0.041,746.9583,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,11.527582865543973,Compound -1323179129572928347
6.0,160.7,6.0,6.0,0.98449,91.3,1.31,300.0,Compound 5803678476855699452,0.0,20.0,1.2,3.8371,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.04161802220207822,Compound 5803678476855699452
6.0,2.83,6.0,6.0,0.93737,34400.0,222.69,300.0,Compound 8292982620970181023,0.0,20.0,3.3,0.0287,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.868356591952594e-06,Compound 8292982620970181023
6.0,70.48,6.0,6.0,0.98425,0.654,175.15,300.0,Compound -2006340639958504102,0.0,20.0,180.0,83957.5183,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.010835124065650785,Compound -2006340639958504102
6.0,44.89,6.0,6.0,0.98312,4.88e-06,182.87,300.0,Compound -6063840583530716795,0.0,20.0,0.016,990156.5516,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.005832581184882352,Compound -6063840583530716795
6.0,255.83,6.0,6.0,0.9009,13.5,54.08,300.0,Compound -9185277267251777426,0.0,20.0,2.4,53.5977,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.06771264568047984,Compound -9185277267251777426
6.0,23.46,6.0,6.0,0.90615,37.1,2149.58,300.0,Compound 3847312522682033083,0.0,20.0,44.0,353.9133,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 3847312522682033083
6.0,36.63,6.0,6.0,0.92556,0.944,142.57,300.0,Compound 1020073201104493252,0.0,20.0,0.89,281.989,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.450917692818341e-06,Compound 1020073201104493252
6.0,68.71,6.0,6.0,0.9928,145000.0,693.74,300.0,Compound -4676674582477548948,0.0,20.0,840.0,1.7306,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.6116544072986904e-05,Compound -4676674582477548948
6.0,49.07,6.0,6.0,0.93517,13.3,170.02,300.0,Compound -7655861705223893649,0.0,20.0,0.94,21.12,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.911873492682696e-06,Compound -7655861705223893649
6.0,22.88,6.0,6.0,0.96257,1.38e-05,373.87,300.0,Compound -2579765605618919815,0.0,20.0,0.00026,5633.6387,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.848495978161207e-10,Compound -2579765605618919815
6.0,0.34,6.0,6.0,0.9142,18.1,16869.09,300.0,Compound -991533005820363544,0.0,20.0,0.061,1.0081,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -991533005820363544
6.0,6.27,6.0,6.0,0.94661,0.188,80.64,300.0,Compound -7072862405027408361,0.0,20.0,0.032,51.6448,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.40442029448839e-11,Compound -7072862405027408361
